,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Indonesia,Indonesia,GPE,-0.06182648,0.42480473,en,111.10000000,4026761-1,1643084,X,-5.00000000,120.00000000,ASIA,Indonesia,SEA
Philippines,Philippines,GPE,0.01499197,1.00518712,en,86.60000000,4045771-0,1694008,X,13.00000000,122.00000000,ASIA,,SEA
Vietnam,Vietnam,GPE,-0.11460778,0.76865807,en,69.70000000,4063514-4,1562822,X,16.16666900,107.83333000,ASIA,Vietnam,SEA
Jamaica,Jamaica,GPE,-0.07349611,0.60720317,en,53.50000000,4028456-6,3489940,X,18.25000000,-77.50000000,CENTRAL-AMERICA,Jamaica,CAR
Pakistan,Pakistan,GPE,-0.10040475,2.17983258,en,52.30000000,4075812-6,1168579,X,30.00000000,70.00000000,ASIA,Pakistan,WCA
Sri Lanka,Sri Lanka,GPE,-0.01105445,0.33873210,en,51.70000000,4009696-8,1227603,X,7.00000000,81.00000000,INDIAN,Sri Lanka,BOB
India,India,GPE,-0.23862254,1.65196632,en,51.10000000,,0,,,,,,
Thailand,Thailand,GPE,-0.08875195,0.53098579,en,41.50000000,4078228-1,1605651,X,15.00000000,100.00000000,ASIA,Thailand,SEA
Texas,Texas,GPE,-1.58544172,8.63932119,en,36.20000000,4059594-8,4736286,X,31.25044000,-99.25060900,NORTH-AMERICA,United States,CNA
California,California,GPE,0.00752736,1.49294723,en,33.10000000,,0,,,,,,
Bali,Bali,GPE,-0.10476640,0.50287811,en,26.50000000,,0,,,,,,
Arizona,Arizona,GPE,-0.12432870,0.51415355,en,25.30000000,4002920-7,5551752,X,34.50030000,-111.50097900,NORTH-AMERICA,United States,WNA
Gaza,Gaza,GPE,-0.07073737,0.53339394,en,25.00000000,,0,,,,,,
Nepal,Nepal,GPE,-0.00350926,1.29832709,en,24.70000000,4041612-4,1282988,X,28.00000000,84.00000000,ASIA,Nepal,TIB
Spain,Spain,GPE,-0.06033567,0.68960695,en,24.50000000,4055964-6,2510769,X,40.00000000,-4.00000000,EUROPE-AFRICA,Spain,MED
Punjab,Punjab,GPE,-0.05077801,0.63132204,en,24.10000000,,0,,,,,,
Taiwan,Taiwan,GPE,0.17560658,0.87373110,en,22.80000000,4017875-4,1668284,X,24.00000000,121.00000000,ASIA,Taiwan,EAS
Asia,Asia,LOC,-0.09345370,0.33256790,en,22.50000000,,0,,,,,,
Southeast Asia,Southeast Asia,LOC,-0.14091905,0.63250074,en,20.10000000,,0,,,,,,
Sumatra,Sumatra,GPE,-0.00005482,0.25961779,en,19.00000000,,0,,,,,,
Valencia,Valencia,GPE,-0.03952825,0.58846985,en,18.30000000,4062284-8,2509954,X,39.46972200,-0.37722200,EUROPE-AFRICA,Spain,MED
U.S.,U.S.,GPE,-0.17001314,4.82893816,en,17.90000000,,0,,,,,,
Malaysia,Malaysia,GPE,0.01965365,0.52526448,en,17.80000000,4037203-0,1733045,X,2.50000000,112.50000000,ASIA,Malaysia,SEA
Southern California,Southern California,LOC,0.02197781,1.09222453,en,17.40000000,,0,,,,,,
Jakarta,Jakarta,GPE,0.03049493,0.85328483,en,16.80000000,4012546-4,1642911,X,-6.21462000,106.84512900,ASIA,Indonesia,SEA
Caribbean,Caribbean,LOC,0.00861541,1.29681105,en,16.60000000,,0,,,,,,
Haiti,Haiti,GPE,-0.14287423,0.53164730,en,13.30000000,4022974-9,3723988,X,19.00000000,-72.41666900,CENTRAL-AMERICA,Haiti,CAR
Florida,Florida,GPE,0.07005828,1.88730963,en,13.00000000,4017585-6,4155751,X,28.75054000,-82.50010000,NORTH-AMERICA,United States,ENA
Alaska,Alaska,GPE,0.11075660,1.61742842,en,11.90000000,4001016-8,5879092,X,64.80000000,-150.80000000,NORTH-AMERICA,United States,NWN
Mexico,Mexico,GPE,-0.61557473,3.53912759,en,11.90000000,,0,,,,,,
US,US,GPE,-0.60741344,7.19132267,en,11.60000000,,0,,,,,,
Los Angeles,Los Angeles,GPE,-0.17352135,2.71819932,en,11.20000000,,0,,,,,,
Typhoon Bualoi,Typhoon Bualoi,LOC,0.03973351,0.57284112,en,10.90000000,,0,,,,,,
UK,UK,GPE,0.13263796,0.99564976,en,10.70000000,,0,,,,,,
Cebu,Cebu,LOC,-0.11761541,0.51251028,en,10.70000000,,0,,,,,,
China,China,GPE,0.34035971,6.86709624,en,9.50000000,4009937-4,1814991,X,35.00000000,105.00000000,ASIA,China,EAS
Wales,Wales,GPE,-0.11468254,0.80163850,en,9.30000000,,0,,,,,,
Kolkata,Kolkata,GPE,0.01113699,0.57675121,en,9.20000000,4029344-0,1275004,X,22.56262900,88.36303900,ASIA,India,SAS
Punjab province,Punjab province,GPE,-0.02992312,1.05272817,en,8.00000000,,0,,,,,,
the United States,the United States,GPE,0.26599569,2.90815319,en,7.90000000,,0,,,,,,
New York,New York,GPE,0.50258542,3.99490579,en,7.80000000,,0,,,,,,
Wexford,Wexford,GPE,-0.01125245,0.10322896,en,7.30000000,4405190-6,2960964,X,52.33417000,-6.45749900,EUROPE,,NEU
Jammu,Jammu,GPE,-0.27675907,1.67540321,en,7.00000000,4387357-1,1269321,X,32.73568900,74.86911000,ASIA,India,WCA
Delhi,Delhi,GPE,-0.16580087,1.17820346,en,7.00000000,4011371-1,1273294,X,28.65381000,77.22897000,ASIA,India,SAS
New York City,New York City,GPE,0.49238537,2.86512663,en,6.80000000,4042011-5,5128581,X,40.71416600,-74.00597000,NORTH-AMERICA,United States,ENA
Ilam,Ilam,GPE,0.08704606,0.48281926,en,6.60000000,,0,,,,,,
HANOI,HANOI,GPE,-0.15068721,0.95840413,en,6.50000000,,0,,,,,,
South Asia,South Asia,LOC,-0.28245908,0.81612723,en,6.40000000,,0,,,,,,
Mumbai,Mumbai,GPE,-0.08495107,1.67472183,en,6.40000000,10013721-0,1275339,X,19.07277700,72.88250000,ASIA,India,SAS
Japan,Japan,GPE,0.10603484,1.08376566,en,6.30000000,4028495-5,1861060,X,35.68536000,139.75308900,ASIA,Japan,EAS
Ireland,Ireland,GPE,0.20898297,1.07753136,en,6.20000000,4027667-3,2963597,X,53.00000000,-8.00000000,EUROPE,Ireland,NEU
London,London,GPE,0.20895883,1.08118338,en,6.20000000,4074335-4,2643743,X,51.50853000,-0.12574000,EUROPE,United Kingdom,NEU
Hong Kong,Hong Kong,GPE,-0.04301002,1.80655738,en,6.10000000,4025822-1,1819730,X,22.25000000,114.16666600,ASIA,Hong Kong,EAS
Denpasar,Denpasar,GPE,-0.05555556,0.40555556,en,6.00000000,4329689-0,1645528,X,-8.65000000,115.21666900,ASIA,Indonesia,SEA
Ibiza,Ibiza,GPE,0.02777778,0.08888889,en,6.00000000,,0,,,,,,
Kashmir,Kashmir,LOC,-0.81293030,3.03002428,en,6.00000000,,0,,,,,,
Tenerife,Tenerife,GPE,0.00277778,0.36111111,en,6.00000000,,0,,,,,,
B.C.,B.C.,GPE,0.03735632,0.20114943,en,5.80000000,,0,,,,,,
Atlantic,Atlantic,LOC,-0.03505892,1.47404795,en,5.80000000,,0,,,,,,
Sabah,Sabah,GPE,0.16038012,2.50185185,en,5.70000000,4042495-9,1733039,X,5.50000000,117.00000000,ASIA,Malaysia,SEA
Los Angeles County,Los Angeles County,GPE,0.08146648,0.99419927,en,5.50000000,,0,,,,,,
Wicklow,Wicklow,GPE,0.01233766,0.11883117,en,5.50000000,,0,,,,,,
Dublin,Dublin,GPE,-0.00584416,0.16428571,en,5.50000000,4013170-1,2964574,X,53.33306000,-6.24889000,EUROPE,Ireland,NEU
Phoenix,Phoenix,GPE,-0.29090909,0.50909091,en,5.50000000,,0,,,,,,
Monmouth,Monmouth,GPE,-0.05319264,0.50844156,en,5.50000000,4641124-0,2642313,X,51.81264900,-2.71363000,EUROPE,United Kingdom,NEU
Sumatra island,Sumatra island,LOC,-0.13090909,0.32363636,en,5.50000000,,0,,,,,,
Portugal,Portugal,GPE,-0.16767677,0.25656566,en,5.50000000,4046843-4,2264397,X,39.50000000,-8.00000000,EUROPE-AFRICA,Portugal,MED
Cuba,Cuba,GPE,-0.15847830,1.24595024,en,5.40000000,,0,,,,,,
South Sudan,South Sudan,GPE,-0.09669811,0.42374214,en,5.30000000,,0,,,,,,
MANILA,MANILA,GPE,-0.28283536,1.12775593,en,5.10000000,,0,,,,,,
the Atlantic Ocean,the Atlantic Ocean,LOC,0.15666667,0.56666667,en,5.00000000,,0,,,,,,
NEW DELHI,NEW DELHI,GPE,0.01186414,0.96214602,en,5.00000000,,0,,,,,,
Titusville,Titusville,GPE,-0.02000000,0.42000000,en,5.00000000,,0,,,,,,
San Diego,San Diego,GPE,0.14685185,0.82314815,en,5.00000000,,0,,,,,,
Israel,Israel,GPE,-0.07231940,1.01903142,en,4.90000000,4027808-6,294640,X,31.50000000,34.75000000,EUROPE-AFRICA,Israel,MED
Kelantan,Kelantan,GPE,0.03784014,0.51709184,en,4.90000000,4097779-1,1733044,X,5.33333000,102.00000000,ASIA,Malaysia,SEA
South Wales,South Wales,GPE,-0.24175347,0.56076389,en,4.80000000,,0,,,,,,
LOS ANGELES,LOS ANGELES,GPE,0.30269718,0.82107243,en,4.70000000,,0,,,,,,
Indonesias Sumatra,Indonesias Sumatra,GPE,-0.12572464,0.43677536,en,4.60000000,,0,,,,,,
Canada,Canada,GPE,0.35927207,2.20180061,en,4.60000000,4029456-0,6251999,X,60.10866900,-113.64257900,NORTH-AMERICA,Canada,NWN
Tokyo,Tokyo,GPE,0.06296296,0.81481481,en,4.50000000,4078337-6,1850147,X,35.68950000,139.69171000,ASIA,Japan,EAS
Salt Lake City,Salt Lake City,GPE,-0.04761905,0.11904762,en,4.20000000,,0,,,,,,
Tooele County,Tooele County,GPE,-0.04761905,0.11904762,en,4.20000000,,0,,,,,,
Darjeeling,Darjeeling,GPE,-0.54009740,0.85106421,en,4.20000000,4011057-6,1273467,X,27.03332900,88.26667000,ASIA,India,TIB
Utah,Utah,GPE,-0.02439024,0.38821138,en,4.10000000,4062214-9,5549030,X,39.25023900,-111.75103000,NORTH-AMERICA,United States,WNA
the Dominican Republic,the Dominican Republic,GPE,-0.14725610,0.44512195,en,4.10000000,,0,,,,,,
Pacific,Pacific,LOC,0.22636469,2.16759582,en,4.10000000,,0,,,,,,
Gulf,Gulf,LOC,-0.16304113,0.58311688,en,4.00000000,,0,,,,,,
Beaufort,Beaufort,GPE,0.38291667,1.67854167,en,4.00000000,,0,,,,,,
Himachal Pradesh,Himachal Pradesh,GPE,-0.08295455,0.48055556,en,4.00000000,4240080-6,1270101,X,31.00000000,78.00000000,ASIA,India,TIB
Papar,Papar,GPE,-0.01875000,0.37259615,en,4.00000000,,0,,,,,,
San Antonio,San Antonio,GPE,-0.92532418,4.05025968,en,4.00000000,,0,,,,,,
Massachusetts,Massachusetts,GPE,0.03018128,1.03225108,en,4.00000000,4037858-5,6254926,X,42.36565000,-71.10832000,NORTH-AMERICA,United States,ENA
Brevard County,Brevard County,GPE,0.26243895,0.90880647,en,3.90000000,,0,,,,,,
New Jersey,New Jersey,GPE,1.19476426,6.83612915,en,3.90000000,4042004-8,5101760,X,40.16705900,-74.49987000,NORTH-AMERICA,United States,ENA
Kerr County,Kerr County,GPE,-0.10171272,6.54006719,en,3.90000000,,0,,,,,,
the Gaza Strip,the Gaza Strip,GPE,-0.05554226,0.53927432,en,3.80000000,,0,,,,,,
Kathmandu,Kathmandu,GPE,0.28406955,1.28344298,en,3.80000000,4030036-5,1283240,X,27.70168900,85.32059900,ASIA,Nepal,TIB
Kenya,Kenya,GPE,-0.31907895,0.54605263,en,3.80000000,4030236-2,192950,X,1.00000000,38.00000000,AFRICA,Kenya,SEAF
Wisconsin,Wisconsin,GPE,0.62850877,1.14546784,en,3.80000000,4119135-3,5279468,X,44.50023900,-90.10000000,NORTH-AMERICA,United States,CNA
Iran,Iran,GPE,0.29233210,1.77680521,en,3.70000000,4027653-3,130758,X,32.00000000,53.00000000,ASIA,Iran,WCA
San Diego County,San Diego County,GPE,-0.07866795,0.25080438,en,3.70000000,,0,,,,,,
Co Wexford,Co Wexford,GPE,-0.03603604,0.10810811,en,3.70000000,,0,,,,,,
Greece,Greece,GPE,-0.00900901,0.73648649,en,3.70000000,,0,,,,,,
South,South,LOC,-2.27259857,12.22458075,en,3.70000000,,0,,,,,,
Perak,Perak,GPE,0.16722973,0.49831081,en,3.70000000,4304095-0,1733041,X,5.00000000,101.00000000,ASIA,Malaysia,SEA
America,America,GPE,-0.88314745,3.00064534,en,3.60000000,,0,,,,,,
Newfoundland,Newfoundland,GPE,0.12384259,0.93865741,en,3.60000000,,0,,,,,,
Miami,Miami,GPE,-0.30370370,1.63904321,en,3.60000000,,0,,,,,,
Pradesh,Pradesh,GPE,-0.13146168,1.99313725,en,3.40000000,,0,,,,,,
Queensland,Queensland,GPE,-0.47259481,15.20057269,en,3.20000000,4103475-2,2152274,X,-20.00000000,145.00000000,OCEANIA,Australia,NAU
the Pacific Ocean,the Pacific Ocean,LOC,-0.07148438,0.41875000,en,3.20000000,,0,,,,,,
Maharashtra,Maharashtra,GPE,-0.17580645,1.02075269,en,3.10000000,4037057-4,1264418,X,19.50000000,75.00000000,ASIA,India,SAS
Hunt,Hunt,GPE,0.17327160,1.49570988,en,3.00000000,,0,,,,,,
Indus,Indus,GPE,0.16666667,0.16666667,en,3.00000000,,0,,,,,,
Milwaukee,Milwaukee,GPE,0.04761364,0.92264731,en,3.00000000,,0,,,,,,
Pakistans Punjab province,Pakistans Punjab province,GPE,0.19333333,0.68666667,en,3.00000000,,0,,,,,,
Chenab,Chenab,GPE,-0.02727273,0.30909091,en,3.00000000,,0,,,,,,
Formentera,Formentera,GPE,0.00000000,0.01111111,en,3.00000000,,0,,,,,,
Himachal,Himachal,GPE,-0.18954545,1.70055556,en,3.00000000,,0,,,,,,
Manhattan,Manhattan,GPE,-0.40290404,1.04217172,en,3.00000000,,0,,,,,,
Sukabumi District,Sukabumi District,GPE,0.01111111,0.18888889,en,3.00000000,,0,,,,,,
Mediterranean,Mediterranean,LOC,0.10000000,0.15000000,en,3.00000000,,0,,,,,,
Bhairahawa,Bhairahawa,GPE,-0.10000000,0.26111111,en,3.00000000,,0,,,,,,
West Java,West Java,GPE,0.29444444,0.58333333,en,3.00000000,,0,,,,,,
Yamuna river,Yamuna river,LOC,-0.13333333,0.33333333,en,3.00000000,,0,,,,,,
Türkiye,Türkiye,GPE,-0.19629630,0.75370370,en,3.00000000,4061163-2,298795,X,39.05901000,34.91154900,EUROPE-AFRICA,Turkey,MED
Surrey,Surrey,GPE,0.05555556,0.32222222,en,3.00000000,4118910-3,2636512,X,51.25000000,-0.33333300,EUROPE,United Kingdom,NEU
Sweden,Sweden,GPE,0.00000000,0.16666667,en,3.00000000,4077258-5,2661886,X,62.00000000,15.00000000,EUROPE,Sweden,NEU
Gaza City,Gaza City,GPE,-0.37634970,0.62034134,en,2.90000000,,0,,,,,,
West Bengal,West Bengal,LOC,-0.03103448,0.35862069,en,2.90000000,4079196-8,1252881,X,24.00000000,88.00000000,ASIA,India,SAS
East Coast,East Coast,LOC,-0.66205155,1.91448972,en,2.90000000,,0,,,,,,
the East Coast,the East Coast,LOC,0.46549487,6.11659194,en,2.80000000,,0,,,,,,
Britain,Britain,GPE,-0.12885552,0.48863636,en,2.80000000,,0,,,,,,
Aceh province,Aceh province,GPE,-0.04285714,0.32142857,en,2.80000000,,0,,,,,,
Albania,Albania,GPE,-0.17602041,0.46938776,en,2.80000000,4001028-4,783754,X,41.00000000,20.00000000,EUROPE-AFRICA,Albania,MED
Labrador,Labrador,GPE,0.02976190,0.55952381,en,2.80000000,,0,,,,,,
Scotland,Scotland,GPE,0.14285714,0.34821429,en,2.80000000,4053233-1,2638360,X,56.00000000,-4.00000000,EUROPE,United Kingdom,NEU
the Klang Valley,the Klang Valley,LOC,0.13180272,0.43452381,en,2.80000000,,0,,,,,,
Oregon,Oregon,GPE,-0.09013605,0.64909297,en,2.80000000,4043760-7,5744337,X,44.29999900,-120.50139000,NORTH-AMERICA,United States,WNA
West Sumatra,West Sumatra,GPE,0.37500000,0.55357143,en,2.80000000,,0,,,,,,
Los Angles,Los Angles,GPE,-0.21428571,0.53571429,en,2.80000000,,0,,,,,,
Muwasi,Muwasi,GPE,0.07539683,0.48412698,en,2.80000000,,0,,,,,,
Kilkenny,Kilkenny,GPE,-0.03571429,0.08928571,en,2.80000000,4265639-4,2963398,X,52.65417000,-7.25222000,EUROPE,Ireland,NEU
Orlando,Orlando,GPE,-0.21428571,0.56547619,en,2.80000000,,0,,,,,,
Abbotsford,Abbotsford,GPE,0.03571429,0.14285714,en,2.80000000,,0,,,,,,
Enniscorthy,Enniscorthy,GPE,-0.02529762,0.36607143,en,2.80000000,1284310965,2964403,X,52.50083300,-6.55777700,EUROPE,Ireland,NEU
Bachok,Bachok,GPE,-0.04081633,0.29931973,en,2.80000000,7603790-3,1736380,X,6.06667000,102.40000000,ASIA,,SEA
Guwahati,Guwahati,GPE,-0.64647393,1.90822523,en,2.80000000,4368296-0,1271476,X,26.18617000,91.75095000,ASIA,India,SAS
the Pacific Northwest,the Pacific Northwest,LOC,0.17120181,1.26403061,en,2.80000000,,0,,,,,,
England,England,GPE,0.23947704,2.05038265,en,2.80000000,4014770-8,6269131,X,52.16044900,-0.70312000,EUROPE,United Kingdom,NEU
Corfu,Corfu,GPE,-0.05059524,0.33035714,en,2.80000000,,0,,,,,,
Oxnard,Oxnard,GPE,-0.21428571,0.53571429,en,2.80000000,,0,,,,,,
Palestine,Palestine,GPE,0.02976190,0.18849206,en,2.80000000,,0,,,,,,
Southeast,Southeast,LOC,-0.30028682,3.82069705,en,2.70000000,,0,,,,,,
Central Florida,Central Florida,LOC,0.05401235,2.52623457,en,2.70000000,,0,,,,,,
TAIPEI,TAIPEI,GPE,0.05833333,0.47129630,en,2.70000000,,0,,,,,,
Russia,Russia,GPE,0.25593920,1.89162782,en,2.60000000,,0,,,,,,
Bahamas,Bahamas,GPE,-0.45576923,1.06153846,en,2.60000000,4069081-7,3572887,X,25.04082000,-77.37121900,NORTH-AMERICA,Bahamas,ENA
Mount Everest,Mount Everest,LOC,-0.03846154,0.69230769,en,2.60000000,,0,,,,,,
Tasmania,Tasmania,GPE,0.18461538,0.57692308,en,2.60000000,,0,,,,,,
Jhapa,Jhapa,GPE,-0.16346154,0.29807692,en,2.60000000,,0,,,,,,
Hanoi,Hanoi,GPE,0.24542125,0.70109890,en,2.60000000,4094713-0,1581130,X,21.02449900,105.84117000,ASIA,Vietnam,EAS
North Carolina,North Carolina,GPE,1.27296523,11.28710664,en,2.60000000,4042551-4,4482348,X,35.50068900,-80.20000000,NORTH-AMERICA,United States,ENA
New Orleans,New Orleans,GPE,0.20755633,1.84033328,en,2.60000000,,0,,,,,,
Uttarakhand,Uttarakhand,GPE,-0.37067793,2.66287879,en,2.60000000,1358877971,1444366,X,30.25000000,79.25000000,ASIA,India,TIB
Europe,Europe,LOC,0.37116841,3.66692890,en,2.60000000,,0,,,,,,
Afghanistan,Afghanistan,GPE,0.48810606,1.34840909,en,2.50000000,4000687-6,1149361,X,33.00000000,66.00000000,ASIA,Afghanistan,WCA
Typhoon Halong,Typhoon Halong,GPE,0.09971451,1.79226080,en,2.40000000,,0,,,,,,
Manila,Manila,GPE,-0.14595258,0.98265292,en,2.40000000,4037344-7,1701668,X,14.60420000,120.98220000,ASIA,Philippines,SEA
N.J.,N.J.,GPE,0.06973140,1.98622590,en,2.20000000,,0,,,,,,
Asheville,Asheville,GPE,-0.04870130,0.55357143,en,2.20000000,,0,,,,,,
Northeast,Northeast,LOC,-0.82704578,9.21645694,en,2.20000000,,0,,,,,,
U.S,U.S,GPE,-0.31207311,2.87316619,en,2.10000000,,0,,,,,,
Kansas,Kansas,GPE,0.01570617,1.65726461,en,2.00000000,4114131-3,4273857,X,38.50028900,-98.50063000,NORTH-AMERICA,United States,CNA
Fla.,Fla.,GPE,0.07604167,1.23125000,en,2.00000000,,0,,,,,,
MIAMI,MIAMI,GPE,-0.07878788,0.76931818,en,2.00000000,,0,,,,,,
NYC,NYC,GPE,-0.15856271,3.56835859,en,2.00000000,,0,,,,,,
Sindh,Sindh,GPE,0.30000000,0.45000000,en,2.00000000,,0,,,,,,
Sacramento,Sacramento,GPE,-0.03333333,0.55000000,en,2.00000000,,0,,,,,,
Brooklyn,Brooklyn,GPE,0.00428030,0.99287879,en,2.00000000,,0,,,,,,
NCR,NCR,GPE,-0.25000000,0.50000000,en,2.00000000,,0,,,,,,
Black Sea,Black Sea,LOC,-0.11944444,0.30555556,en,2.00000000,,0,,,,,,
Hyderabad,Hyderabad,GPE,0.10714286,0.21428571,en,2.00000000,,0,,,,,,
Salal Dam,Salal Dam,LOC,-0.18125000,0.46875000,en,2.00000000,,0,,,,,,
Bomba,Bomba,GPE,0.01250000,0.43750000,en,2.00000000,,0,,,,,,
the Sultanah Aminah Hospital,the Sultanah Aminah Hospital,LOC,-0.01458333,0.36041667,en,2.00000000,,0,,,,,,
Sungai Kaiduan,Sungai Kaiduan,GPE,-0.12500000,0.55000000,en,2.00000000,,0,,,,,,
Capitol Hill,Capitol Hill,LOC,0.13562500,0.53000000,en,2.00000000,,0,,,,,,
Amritsar,Amritsar,GPE,0.02272727,0.14242424,en,2.00000000,4079760-0,1278710,X,31.63661000,74.87475900,ASIA,India,WCA
Bongawan,Bongawan,GPE,0.08750000,0.19519231,en,2.00000000,,0,,,,,,
Arlington,Arlington,GPE,0.08415404,0.32171717,en,2.00000000,,0,,,,,,
Maine,Maine,GPE,0.10000000,0.72500000,en,2.00000000,4114929-4,4971068,X,45.50032000,-69.24976900,NORTH-AMERICA,United States,ENA
Globe,Globe,GPE,-0.23333333,0.63333333,en,2.00000000,,0,,,,,,
Stablecoin,Stablecoin,GPE,0.00000000,0.00000000,en,2.00000000,,0,,,,,,
stablecoin,stablecoin,GPE,0.18888889,0.57500000,en,2.00000000,,0,,,,,,
Ethereum,Ethereum,GPE,0.18888889,0.57500000,en,2.00000000,,0,,,,,,
Talisay City,Talisay City,GPE,0.05000000,0.30000000,en,2.00000000,,0,,,,,,
Typhoon Fung-wong,Typhoon Fung-wong,GPE,-0.35555556,1.18888889,en,2.00000000,,0,,,,,,
Canary Islands,Canary Islands,LOC,-0.06666667,0.38333333,en,2.00000000,,0,,,,,,
Tawi river,Tawi river,LOC,0.00000000,0.00000000,en,2.00000000,,0,,,,,,
the Tawi river,the Tawi river,LOC,0.05000000,0.27500000,en,2.00000000,,0,,,,,,
Spains Canary Islands,Spains Canary Islands,LOC,0.11666667,0.36666667,en,2.00000000,,0,,,,,,
MILWAUKEE,MILWAUKEE,GPE,0.05750000,0.29000000,en,2.00000000,,0,,,,,,
North Coast,North Coast,LOC,0.21534091,0.56780303,en,2.00000000,,0,,,,,,
Delhi-NCR,Delhi-NCR,GPE,-0.25000000,0.52500000,en,2.00000000,,0,,,,,,
NJ,NJ,GPE,-0.02664983,0.70404040,en,2.00000000,,0,,,,,,
Indias,Indias,GPE,-0.24166667,0.61250000,en,2.00000000,,0,,,,,,
ISLAMABAD,ISLAMABAD,GPE,-0.01431818,1.10060606,en,2.00000000,,0,,,,,,
Islamabad,Islamabad,GPE,0.00467172,0.67714646,en,2.00000000,4245023-8,7331475,X,31.21747900,72.33948900,ASIA,Pakistan,WCA
Kullu,Kullu,GPE,-0.67310606,1.45416667,en,2.00000000,4402577-4,1265709,X,31.95635000,77.11036000,ASIA,India,TIB
Mexicos,Mexicos,LOC,-0.12083333,0.86500000,en,2.00000000,,0,,,,,,
JAMMU,JAMMU,GPE,-0.53958333,1.32500000,en,2.00000000,,0,,,,,,
COLOMBO,COLOMBO,GPE,0.05701754,0.40789474,en,1.90000000,,0,,,,,,
Aceh,Aceh,GPE,0.47368421,0.78947368,en,1.90000000,,0,,,,,,
Brisbane,Brisbane,GPE,1.07717305,2.79393939,en,1.90000000,4212528-5,2174003,X,-27.46793900,153.02808900,OCEANIA,Australia,EAU
Maricopa County,Maricopa County,GPE,-0.42105263,0.73684211,en,1.90000000,,0,,,,,,
the Shah Alam interchange,the Shah Alam interchange,LOC,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
MEDAN,MEDAN,GPE,0.00000000,0.61403509,en,1.90000000,,0,,,,,,
Shah Alam toll plaza,Shah Alam toll plaza,LOC,0.00000000,0.00000000,en,1.90000000,,0,,,,,,
Indian Ocean,Indian Ocean,LOC,-0.21052632,0.47368421,en,1.90000000,,0,,,,,,
GAZA,GAZA,GPE,-0.21052632,0.63157895,en,1.90000000,,0,,,,,,
South-East Asia,South-East Asia,LOC,-0.03947368,0.42105263,en,1.90000000,,0,,,,,,
Sri Lanka's,Sri Lanka's,GPE,-0.01547049,0.23205742,en,1.90000000,,0,,,,,,
Lanka,Lanka,GPE,0.05090377,0.40486443,en,1.90000000,,0,,,,,,
Hat Yai,Hat Yai,GPE,0.15037594,0.34586466,en,1.90000000,4415782-4,1610780,X,7.00835900,100.47668000,ASIA,Thailand,SEA
Storm Claudia,Storm Claudia,LOC,-0.05263158,0.39473684,en,1.90000000,,0,,,,,,
Jalan,Jalan,GPE,0.18421053,0.28947368,en,1.90000000,,0,,,,,,
Alberta,Alberta,GPE,0.20657895,0.50263158,en,1.90000000,4001049-1,5883102,X,52.28332900,-117.46899900,NORTH-AMERICA,Canada,NWN
East River Park,East River Park,LOC,0.07177033,0.76555024,en,1.90000000,,0,,,,,,
Bahini river,Bahini river,LOC,-0.10526316,0.19298246,en,1.90000000,,0,,,,,,
Kedah,Kedah,GPE,0.23289474,0.92763158,en,1.90000000,4260409-6,1733048,X,6.00000000,100.66666900,ASIA,Malaysia,SEA
Atmospheric river,Atmospheric river,LOC,0.02278423,0.55297334,en,1.90000000,,0,,,,,,
Bulgaria,Bulgaria,GPE,-0.14035088,0.14035088,en,1.90000000,4008866-2,732800,X,43.00000000,25.00000000,EUROPE-AFRICA,Bulgaria,MED
JUBA,JUBA,GPE,0.09210526,0.14473684,en,1.90000000,,0,,,,,,
the United Kingdom,the United Kingdom,GPE,0.21052632,1.05263158,en,1.90000000,,0,,,,,,
Auckland,Auckland,GPE,0.26116427,1.77990431,en,1.90000000,4086091-7,2193733,X,-36.86666600,174.76666600,OCEANIA,New Zealand,NZ
Connecticut,Connecticut,GPE,1.02049442,2.54872408,en,1.90000000,4010487-4,4831725,X,41.66704000,-72.66648000,NORTH-AMERICA,United States,ENA
Bogor,Bogor,GPE,-0.42105263,0.52631579,en,1.90000000,4229201-3,1648473,X,-6.59443900,106.78916900,ASIA,Indonesia,SEA
Kajang,Kajang,GPE,-0.15789474,0.21052632,en,1.90000000,,0,,,,,,
North Island,North Island,LOC,-0.18421053,0.44736842,en,1.90000000,,0,,,,,,
the Tasman Sea,the Tasman Sea,LOC,-0.21889952,0.44138756,en,1.90000000,,0,,,,,,
Northern Ireland,Northern Ireland,GPE,0.00000000,0.11842105,en,1.90000000,4075462-5,2641364,X,54.50000000,-6.50000000,EUROPE,United Kingdom,NEU
Lagos,Lagos,GPE,-0.09539474,0.65460526,en,1.90000000,4111183-7,2332459,X,6.45305900,3.39583000,AFRICA,,WAF
North Sumatra,North Sumatra,GPE,0.47368421,0.78947368,en,1.90000000,4118901-2,1213642,X,2.00000000,99.00000000,ASIA,Indonesia,SEA
the West Coast,the West Coast,LOC,0.33349947,1.12872142,en,1.90000000,,0,,,,,,
Alabama,Alabama,GPE,0.24145401,2.47482722,en,1.90000000,4084839-5,4829764,X,32.75041000,-86.75025900,NORTH-AMERICA,United States,ENA
the Bay Area,the Bay Area,LOC,0.17543860,1.10526316,en,1.90000000,,0,,,,,,
San Francisco,San Francisco,GPE,0.36842105,1.00000000,en,1.90000000,,0,,,,,,
